,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
40,41,41,41,May 21,@,OAK,"L,1-6",8.0,11,6,6,0,1,6,0,1,3.47,34,129,79,1.0,0.0,1,1,30,4,0,0,0,2,0,2,3,Gerry Davis,"B.Zito (4-34-L), S.Casilla (99), D.Bautista (1)"
41,42,42,42,May 22,@,OAK,"L,0-1",8.0,5,1,0,1,1,4,0,1,3.4,30,113,72,,,1,0,26,1,0,0,1,1,1,2,1,Sam Holbrook,M.Cain (4-73-L)
42,43,43,43,May 23,@,OAK,"L,0-3",8.0,6,3,3,0,6,6,0,0,3.4,35,133,79,5.0,2.0,0,0,27,1,0,0,2,0,0,1,4,Brian Knight,"J.Sanchez (4-62-L), J.Affeldt (2), D.Runzler (2), S.Casilla (1)"
43,44,44,44,May 25,,WSN,"W,4-2",9.0,4,2,2,0,1,6,0,1,3.37,32,113,72,2.0,1.0,0,0,28,0,0,0,1,1,0,0,4,Paul Nauert,"T.Wellemeyer (5-57-W), S.Romo (4-H), G.Mota (4-H), B.Wilson (6-Sv)"
44,45,45,45,May 26,,WSN,"L,3-7",9.0,8,7,7,0,5,12,0,1,3.45,40,160,96,2.0,0.0,4,0,33,1,1,1,0,1,0,0,5,Brian Gorman,"T.Lincecum (5-28-L), D.Bautista (4), D.Runzler (2), S.Romo (0), S.Casilla (2)"
45,46,46,46,May 27,,WSN,"W,5-4",9.0,8,4,3,1,5,6,2,0,3.44,39,144,87,3.0,1.0,1,0,31,2,0,1,2,1,1,2,4,Ted Barrett,"B.Zito (5-43), S.Casilla (0-W), G.Mota (1-H), B.Wilson (1-Sv)"
46,47,47,47,May 28,,ARI,"W,5-0",9.0,1,0,0,0,0,9,0,1,3.36,29,122,83,,,0,0,28,1,0,0,0,0,0,0,1,Ed Hickox,M.Cain (5-94-W)
47,48,48,48,May 29,,ARI,"W,12-1",9.0,2,1,1,0,7,12,1,0,3.32,36,168,94,0.0,0.0,1,0,29,1,0,0,0,0,0,0,4,Fieldin Culbreth,"J.Sanchez (5-62-W), S.Romo (2), D.Bautista (2), D.Runzler (2)"
48,49,49,49,May 30,,ARI,"W,6-5",10.0,10,5,5,0,6,10,1,0,3.34,42,149,89,5.0,1.0,1,1,34,1,0,1,1,1,0,0,5,Marty Foster,"T.Wellemeyer (4-58), S.Casilla (2), J.Affeldt (6), G.Mota (2), B.Wilson (2-W)"
49,50,50,50,May 31,,COL,"L,0-4",9.0,6,4,3,1,6,7,0,0,3.34,39,163,99,2.0,1.0,2,0,32,1,0,2,1,0,0,0,3,Lance Barksdale,"T.Lincecum (4-41-L), D.Runzler (1), D.Bautista (1)"
50,52,51,51,Jun 1,,COL,"L,1-2",11.0,10,2,2,0,6,12,0,0,3.3,46,183,114,2.0,0.0,0,1,39,4,0,1,0,1,0,0,5,Ed Rapuano,"B.Zito (4-70), G.Mota (1), B.Wilson (1), S.Casilla (1-L), D.Runzler (0)"
51,53,52,52,Jun 2,,COL,"W,4-1",9.0,4,1,1,0,3,5,1,0,3.25,33,122,75,0.0,0.0,0,0,30,0,0,0,0,0,0,1,2,Tom Hallion,"M.Cain (4-72-W), B.Wilson (0-Sv)"
52,54,53,53,Jun 4,@,PIT,"W,6-4",9.0,5,4,0,4,2,8,0,0,3.19,35,130,85,2.0,0.0,1,0,33,1,0,0,0,0,1,0,4,Tim Welke,"J.Sanchez (5-58-W), S.Casilla (2-H), G.Mota (2-H), B.Wilson (1-Sv)"
53,55,54,54,Jun 5,@,PIT,"L,3-6",8.0,13,6,6,0,3,5,2,0,3.25,37,137,87,2.0,1.0,0,0,33,4,1,0,0,1,0,3,4,Jim Reynolds,"T.Wellemeyer (5-16-L), D.Bautista (4), D.Runzler (3), S.Romo (6)"
54,56,55,55,Jun 6,@,PIT,"W,6-5",10.0,9,5,5,0,4,8,2,0,3.27,42,172,110,3.0,0.0,0,1,38,2,0,0,0,0,0,0,5,Bill Welke,"T.Lincecum (5-57), D.Runzler (0), G.Mota (1), B.Wilson (1-BW), S.Casilla (1-Sv)"
55,57,56,56,Jun 7,@,CIN,"W,6-5",9.0,8,5,5,0,3,8,1,1,3.3,37,137,91,3.0,0.0,0,1,32,2,1,0,0,1,0,1,5,Paul Emmel,"B.Zito (5-34), S.Romo (1-W), S.Casilla (0-H), G.Mota (0-H), B.Wilson (0-Sv)"
56,58,57,57,Jun 8,@,CIN,"W,3-0",9.0,7,0,0,0,2,5,0,0,3.25,34,116,78,,,0,1,32,3,0,0,0,0,0,0,1,Bill Hohn,M.Cain (5-76-W)
57,59,58,58,Jun 9,@,CIN,"L,3-6",8.0,12,6,6,0,3,6,1,1,3.3,38,141,85,0.0,0.0,0,0,34,6,0,0,0,0,0,1,3,Gary Darling,"J.Sanchez (4-43-L), S.Romo (1), J.Affeldt (9)"
58,60,59,59,Jun 10,@,CIN,"L,6-7",8.0,13,7,7,0,4,6,0,0,3.37,40,162,103,0.0,0.0,0,0,35,2,1,0,0,1,0,0,5,Bruce Dreckman,"T.Wellemeyer (4-54), D.Bautista (4), S.Romo (0-H), S.Casilla (2-H), G.Mota (2-BL)"
59,61,60,60,Jun 11,,OAK,"W,6-2",9.0,9,2,2,0,1,9,0,0,3.35,35,123,85,2.0,0.0,1,0,33,1,1,0,1,0,0,2,3,Tim Tschida,"T.Lincecum (4-66-W), J.Affeldt (1), B.Wilson (3-Sv)"
60,62,61,61,Jun 12,,OAK,"W,5-4",9.0,9,4,4,0,6,9,2,0,3.36,42,156,101,8.0,1.0,0,0,36,1,0,0,0,0,0,0,5,Alfonso Marquez,"B.Zito (4-61-W), G.Mota (1), S.Casilla (1-H), J.Affeldt (0), B.Wilson (0-Sv)"
61,63,62,62,Jun 13,,OAK,"W,6-2",9.0,10,2,1,1,3,4,0,0,3.32,39,158,101,4.0,0.0,1,0,36,2,0,0,0,0,1,0,4,Tim Timmons,"M.Cain (4-60-W), D.Runzler (6-H), G.Mota (0-H), S.Casilla (0-Sv)"
62,64,63,63,Jun 14,,BAL,"W,10-2",9.0,8,2,2,0,2,8,1,0,3.3,36,135,93,1.0,0.0,0,0,34,2,0,0,0,0,0,1,3,Joe West,"J.Sanchez (4-59-W), S.Romo (3), J.Affeldt (1)"
63,65,64,64,Jun 15,,BAL,"L,1-4",9.0,9,4,4,0,2,5,1,0,3.31,37,133,83,2.0,0.0,1,0,35,2,0,0,0,0,0,1,4,Dan Bellino,"J.Martinez (99-42-L), D.Runzler (1), G.Mota (1), D.Bautista (4)"
64,66,65,65,Jun 16,,BAL,"W,6-3",9.0,11,3,3,0,6,15,0,0,3.3,43,183,118,2.0,1.0,1,1,37,0,0,0,0,0,0,0,4,Rob Drake,"T.Lincecum (4-54-W), J.Affeldt (1-H), S.Casilla (2-H), B.Wilson (3-Sv)"
65,67,66,66,Jun 18,@,TOR,"L,2-3",8.0,4,3,3,0,1,5,1,1,3.31,30,109,72,,,0,0,28,0,0,0,0,0,0,1,1,Dana DeMuth,B.Zito (5-66-L)
66,68,67,67,Jun 19,@,TOR,"L,0-3",8.0,8,3,3,0,2,3,1,0,3.31,33,126,82,1.0,1.0,0,0,31,1,0,0,0,0,0,1,2,Kerwin Danley,"M.Cain (5-56-L), S.Casilla (2)"
67,69,68,68,Jun 20,@,TOR,"W,9-6",9.0,9,6,5,1,6,8,1,1,3.33,43,167,93,3.0,0.0,0,0,36,2,0,0,0,0,1,0,6,CB Bucknor,"J.Sanchez (5-42), D.Bautista (4-W), G.Mota (4), S.Romo (5), J.Affeldt (3), B.Wilson (3-Sv)"
68,70,69,69,Jun 22,@,HOU,"W,3-1",9.0,7,1,0,1,2,7,0,0,3.28,35,131,85,0.0,0.0,1,1,33,1,0,0,0,0,1,1,2,Jerry Meals,"T.Lincecum (5-71-W), B.Wilson (1-Sv)"
69,71,70,70,Jun 23,@,HOU,"L,3-6",8.0,11,6,6,0,3,6,0,0,3.33,36,149,92,0.0,0.0,2,1,33,3,0,0,0,0,0,1,5,Mark Wegner,"B.Zito (4-30-L), D.Bautista (2), G.Mota (2), J.Martinez (7), D.Runzler (7)"
70,72,71,71,Jun 24,@,HOU,"L,5-7",8.0,11,7,7,0,7,6,2,1,3.38,42,176,104,2.0,0.0,1,0,34,4,0,0,0,0,0,1,6,Dan Iassogna,"M.Cain (4-12-L), D.Bautista (0), J.Affeldt (3), D.Runzler (0), S.Romo (3), G.Mota (0)"
71,73,72,72,Jun 25,,BOS,"W,5-4",9.0,7,4,4,0,10,11,1,0,3.39,44,199,118,2.0,0.0,0,0,33,0,1,0,1,0,1,1,4,Jim Reynolds,"J.Sanchez (4-52-W), S.Romo (0-H), S.Casilla (5-H), B.Wilson (2-Sv)"
72,74,73,73,Jun 26,,BOS,"L,2-4",9.0,5,4,4,0,1,6,2,0,3.4,32,110,77,0.0,0.0,0,0,31,1,0,0,0,0,0,1,3,Bill Welke,"M.Bumgarner (99-55-L), J.Affeldt (1), D.Bautista (1)"
73,75,74,74,Jun 27,,BOS,"L,1-5",9.0,11,5,5,0,4,15,2,0,3.42,41,185,113,0.0,0.0,0,1,36,2,1,1,0,1,0,0,6,Mike DiMuro,"T.Lincecum (4-34-L), D.Runzler (2), G.Mota (2), J.Affeldt (0), D.Bautista (0), S.Romo (1)"
74,76,75,75,Jun 28,,LAD,"L,2-4",9.0,9,4,4,0,3,10,1,0,3.43,37,175,119,0.0,0.0,1,1,32,2,0,1,1,1,0,1,4,Lance Barksdale,"B.Zito (4-56), D.Bautista (0), S.Casilla (2-L), G.Mota (0)"
75,77,76,76,Jun 29,,LAD,"L,2-4",9.0,12,4,4,0,4,11,0,0,3.44,42,173,113,0.0,0.0,2,1,38,0,1,1,0,0,0,0,5,Ed Rapuano,"M.Cain (4-40-L), G.Mota (0), D.Runzler (1), S.Romo (1), J.Affeldt (1)"
76,78,77,77,Jun 30,,LAD,"L,2-8",9.0,10,8,5,3,6,10,2,0,3.46,43,174,104,3.0,2.0,0,1,36,2,0,0,1,0,0,0,5,Tom Hallion,"J.Sanchez (4-39-L), S.Casilla (1), S.Romo (0), B.Wilson (4), D.Bautista (1)"
77,80,78,78,Jul 1,@,COL,"L,3-7",8.0,12,7,4,3,1,6,1,0,3.47,37,147,98,1.0,1.0,3,0,36,0,2,0,0,0,0,1,3,Ted Barrett,"M.Bumgarner (4-49-L), G.Mota (1), D.Runzler (1)"
78,81,79,79,Jul 2,@,COL,"L,3-6",8.0,12,6,6,0,5,5,1,0,3.51,39,131,82,2.0,1.0,0,0,32,3,1,0,1,1,0,0,3,Tony Randazzo,"T.Lincecum (4-38-L), J.Affeldt (2), C.Ray (6)"
79,82,80,80,Jul 3,@,COL,"W,11-8",9.0,12,8,8,0,3,6,1,2,3.56,43,146,97,6.0,3.0,1,0,37,2,1,0,0,1,0,0,6,Brian Gorman,"B.Zito (4-28), D.Runzler (1), D.Bautista (2-BW), S.Romo (2-H), J.Affeldt (0-H), B.Wilson (2-Sv)"
80,83,81,81,Jul 4,@,COL,"L,3-4",14.1,13,4,4,0,15,14,1,0,3.54,67,278,154,4.0,0.0,1,2,47,0,2,5,3,2,0,1,9,Paul Nauert,"M.Cain (4-55), J.Affeldt (0), S.Romo (0), S.Casilla (3), D.Runzler (0), D.Bautista (0), C.Ray (1), B.Wilson (0), G.Mota (2-L)"
81,84,82,82,Jul 5,@,MIL,"W,6-1",9.0,7,1,1,0,7,9,0,0,3.51,40,160,92,0.0,0.0,0,1,33,2,0,0,0,0,0,0,4,Sam Holbrook,"J.Sanchez (4-58-W), S.Casilla (0), C.Ray (0), D.Runzler (0)"
82,85,83,83,Jul 6,@,MIL,"W,6-1",9.0,4,1,1,0,5,7,0,1,3.48,37,132,82,2.0,1.0,0,0,31,0,0,0,0,0,0,0,3,Greg Gibson,"M.Bumgarner (4-78-W), D.Bautista (1), S.Romo (1)"
83,86,84,84,Jul 7,@,MIL,"W,15-2",9.0,5,2,2,0,4,13,1,0,3.46,37,141,87,0.0,0.0,0,0,32,1,0,0,0,1,0,0,3,Brian Knight,"T.Lincecum (4-73-W), G.Mota (2), J.Affeldt (2)"
84,87,85,85,Jul 8,@,MIL,"W,9-3",9.0,12,3,3,0,8,14,0,0,3.46,47,202,119,8.0,2.0,0,0,39,1,0,0,0,0,0,0,6,Gerry Davis,"B.Zito (4-43), D.Bautista (1), S.Casilla (2-H), D.Runzler (2-W), C.Ray (2-H), B.Wilson (3)"
85,88,86,86,Jul 9,@,WSN,"L,1-8",8.0,13,8,7,1,3,8,2,0,3.5,38,134,82,1.0,1.0,1,0,35,4,1,0,0,0,0,1,3,D.J. Reyburn,"M.Cain (4-25-L), G.Mota (1), D.Bautista (0)"
86,89,87,87,Jul 10,@,WSN,"W,10-5",9.0,8,5,5,0,4,7,1,0,3.52,37,150,93,3.0,0.0,2,1,33,5,0,1,0,0,0,0,6,Marvin Hudson,"J.Sanchez (4-35), J.Martinez (16), S.Casilla (1-W), C.Ray (1-H), S.Romo (3-H), J.Affeldt (2)"
87,90,88,88,Jul 11,@,WSN,"W,6-2",9.0,10,2,2,0,4,8,0,2,3.5,42,167,111,9.0,2.0,1,0,36,0,0,0,0,0,1,2,5,Jim Wolf,"M.Bumgarner (4-60-W), C.Ray (0), J.Affeldt (0), S.Romo (0-H), B.Wilson (2-Sv)"
88,91,89,89,Jul 15,,NYM,"W,2-0",9.0,6,0,0,0,1,5,0,0,3.46,32,110,77,,,1,1,30,0,0,0,1,0,0,1,1,Ted Barrett,T.Lincecum (7-79-W)
89,92,90,90,Jul 16,,NYM,"W,1-0",9.0,3,0,0,0,2,12,0,0,3.43,31,129,86,0.0,0.0,0,1,29,1,0,0,0,0,0,0,2,Brian O'Nora,"B.Zito (7-86-W), B.Wilson (4-Sv)"
90,93,91,91,Jul 17,,NYM,"W,8-4",9.0,7,4,4,0,2,4,2,1,3.43,37,132,86,4.0,1.0,1,0,33,0,1,0,0,1,0,0,5,Mike Estabrook,"M.Cain (7-63-W), C.Ray (5), J.Affeldt (5), S.Casilla (6), B.Wilson (0-Sv)"
91,94,92,92,Jul 18,,NYM,"L,3-4",10.0,10,4,4,0,2,7,1,1,3.43,42,158,107,2.0,0.0,0,0,39,4,0,0,0,0,0,0,5,Phil Cuzzi,"J.Sanchez (7-61), C.Ray (0), D.Bautista (8), G.Mota (8), B.Wilson (0-L)"
92,95,93,93,Jul 19,@,LAD,"W,5-2",9.0,10,2,1,1,5,9,1,0,3.41,40,168,99,6.0,1.0,0,1,35,0,0,0,0,0,0,1,5,Mike Everitt,"M.Bumgarner (7-52-W), G.Mota (0-H), S.Romo (7), J.Affeldt (1-H), B.Wilson (0-Sv)"
93,96,94,94,Jul 20,@,LAD,"W,7-5",9.0,9,5,5,0,4,7,1,1,3.43,39,147,79,1.0,0.0,1,0,33,4,0,2,1,0,0,1,4,Adrian Johnson,"T.Lincecum (4-29), D.Bautista (1), S.Casilla (2-W), J.Affeldt (0-Sv)"
94,97,95,95,Jul 21,@,LAD,"L,0-2",8.0,7,2,2,0,3,5,1,0,3.41,33,126,79,2.0,1.0,0,0,29,0,0,0,1,0,0,1,2,Tim McClelland,"B.Zito (4-59-L), S.Romo (1)"
95,98,96,96,Jul 22,@,ARI,"W,3-0",9.0,3,0,0,0,3,10,0,0,3.38,33,129,84,0.0,0.0,1,1,30,1,0,0,0,0,0,0,2,Jeff Kellogg,"M.Cain (4-82-W), B.Wilson (2-Sv)"
96,99,97,97,Jul 23,@,ARI,"W,7-4",9.0,11,4,4,0,8,14,1,1,3.39,45,187,115,3.0,1.0,1,1,36,2,1,0,0,0,0,1,5,Jeff Nelson,"J.Sanchez (4-60), S.Casilla (2-BSv), C.Ray (4-W), S.Romo (1-H), B.Wilson (0-Sv)"
97,100,98,98,Jul 24,@,ARI,"W,10-4",9.0,6,4,4,0,4,11,2,0,3.39,37,139,90,0.0,0.0,0,0,32,3,0,0,0,1,0,0,3,Mark Carlson,"M.Bumgarner (4-63-W), G.Mota (4), D.Bautista (3)"
98,101,99,99,Jul 25,@,ARI,"W,3-2",10.0,11,2,2,0,1,8,0,0,3.37,40,145,98,0.0,0.0,0,0,38,4,0,0,1,0,0,1,3,Alan Porter,"T.Lincecum (4-60), S.Romo (1-W), B.Wilson (1-Sv)"
